eggID,bd_liz_id,clutch,egg_encl_ID,species,trt,temp,hormone,mortality_db,liz_status_db,hatch_date_ymd,mortality_date_dmy,season,date_egg_laid_.day.m.year..,Julian_lay,days_to_hatch,Julian_hatch_date,Julian_remeasured,days_posthatch,egg_mass,egg_length_mm,egg_width_mm,bd_mass_orig,bd_svl_orig_mm,bd_tail_orig_mm,bd_totl_orig,remeasure_date,remeasure_SVL,remeasure_tail,remeasure_mass,re_measure_notes,bd_liz_id.1,measure_date_juv2,measure_SVL_juv2,measure_tail_juv2,measure_mass_juv2,measure_notes_juv2,person_juv2,notes_juv2,notes_db
EG780_21,LD780_21,CL221_21,E018_M,delicata,CORT_28_10pg_Topical,28,high,1,ALIVE,22/2/06,,2021/22,7/1/22,7,30,37,154,117,0.131,8.12,5.5,0.123,18,26,,3/6/22,3,4.3,0.537,,LD780_21,10/8/22,3.2,4.7,0.708,,PR,,
EG786_21,LD786_21,CL222_21,E031_M,delicata,CORT_28_10pg_Topical,28,high,1,ALIVE,22/2/24,,2021/22,7/1/22,7,48,55,154,99,0.172,9.18,6.07,0.125,18,27,,3/6/22,2.9,4.2,0.42,,LD786_21,10/8/22,3.3,4.4,0.636,,PR,,
EG792_21,LD792_21,CL224_21,E019_F120,delicata,CORT_28_10pg_Topical,28,high,1,ALIVE,22/2/06,,2021/22,7/1/22,7,30,37,154,117,0.126,8.3,5.58,0.113,17,24,,3/6/22,2.8,3.6,0.364,,LD792_21,10/8/22,3.2,4.3,0.532,,PR,,
EG798_21,LD798_21,CL226_21,E030_M,delicata,CORT_28_10pg_Topical,28,high,1,ALIVE,22/2/06,,2021/22,7/1/22,7,30,37,154,117,0.14,7.03,5.92,0.12,18,23,,3/6/22,2.75,3.9,0.4,,LD798_21,10/8/22,3.2,4.7,0.585,,DCL,,
EG801_21,LD801_21,CL227_21,E009_M,delicata,CORT_28_10pg_Topical,28,high,1,ALIVE,22/2/04,,2021/22,7/1/22,7,28,35,154,119,0.16,8.27,6.34,0.096,16,24,,,NA,NA,NA,,LD801_21,,NA,NA,NA,,,,
EG783_21,LD783_21,CL221_21,E018_M,delicata,CORT_28_5pg_Topical,28,low,0,DEAD,22/2/06,6/2/22,2021/22,7/1/22,7,30,37,154,117,0.129,7.52,5.53,0.116,17,23,,,NA,NA,NA,,LD783_21,,NA,NA,NA,,,died after hatching; 6/2/22,died after hatching; 6/2/22
EG787_21,LD787_21,CL222_21,E031_M,delicata,CORT_28_5pg_Topical,28,low,1,DEAD,22/2/07,22/6/22,2021/22,7/1/22,7,31,38,154,116,0.18,9.37,6.22,0.149,18,28,,3/6/22,2.8,3.7,0.407,labelled 772 but there is another 772 and based on date 787,LD787_21,,NA,NA,NA,,,,Found dead 22/06/2022
EG799_21,LD799_21,CL226_21,E030_M,delicata,CORT_28_5pg_Topical,28,low,0,DEAD,22/2/04,4/2/22,2021/22,7/1/22,7,28,35,154,119,0.137,6.99,6.04,0.084,16,21,,,NA,NA,NA,,LD799_21,,NA,NA,NA,,,died after hatching; 4/2/22,died after hatching; 4/2/22
EG802_21,LD802_21,CL227_21,E009_M,delicata,CORT_28_5pg_Topical,28,low,0,DEAD,22/2/04,4/2/22,2021/22,7/1/22,7,28,35,154,119,0.16,7.63,6.25,0.095,17,21,,,NA,NA,NA,,LD802_21,,NA,NA,NA,,,died after hatching; 4/2/22,died after hatching; 4/2/22
EG815_21,LD815_21,CL231_21,E010_M,delicata,C_23_Topical,23,control,1,ALIVE,22/3/01,,2021/22,10/1/22,10,50,60,154,94,0.182,9.12,6.37,0.154,20,25,,3/6/22,3,4.25,0.473,,LD815_21,10/8/22,3.1,4.2,0.582,,PR,,
EG822_21,LD822_21,CL232_21,E021_M,delicata,C_23_Topical,23,control,1,ALIVE,,,2021/22,10/1/22,10,53,63,154,91,0.142,8.38,5.8,0.135,17,24,,3/6/22,2.7,3.5,0.389,,LD822_21,10/8/22,2.9,3.7,0.435,,PR,,
EG828_21,LD828_21,CL233_21,E016_M,delicata,C_23_Topical,23,control,1,ALIVE,22/2/24,,2021/22,10/1/22,10,45,55,154,99,0.137,7.24,6.02,0.099,15,19,,3/6/22,2.8,3.3,0.342,,LD828_21,10/8/22,2.8,3.9,0.448,,PR,,
EG803_21,LD803_21,CL228_21,E029_F120,delicata,C_28_Topical,28,control,1,ALIVE,22/2/07,,2021/22,10/1/22,10,28,38,154,116,0.149,7.82,6.15,0.096,17,21,,3/6/22,2.95,4.4,0.442,,LD803_21,10/8/22,3.1,4.6,0.677,,PR,,
EG808_21,LD808_21,CL229_21,E020_F120,delicata,C_28_Topical,28,control,1,ALIVE,22/2/11,,2021/22,10/1/22,10,32,42,154,112,0.117,7.87,5.44,0.088,16,14,,3/6/22,3.1,3.1,0.446,tail has regrown; was lost at one point,LD808_21,10/8/22,3.5,3.1,0.641,,PR,,
EG823_21,LD823_21,CL232_21,E021_M,delicata,C_28_Topical,28,control,1,ALIVE,22/2/10,,2021/22,10/1/22,10,31,41,154,113,0.148,8.28,5.8,0.126,18,22,,3/6/22,3.1,4.5,0.535,,LD823_21,10/8/22,3.2,4.7,0.726,,PR,,
EG825_21,LD825_21,CL233_21,E016_M,delicata,C_28_Topical,28,control,1,ALIVE,22/2/07,,2021/22,10/1/22,10,28,38,154,116,0.148,7.6,6.3,0.099,16,23,,3/6/22,2.8,4.1,0.436,,LD825_21,10/8/22,3.2,5.3,0.619,,DCL,,
EG832_21,LD832_21,CL234_21,E002_F120,delicata,C_28_Topical,28,control,1,ALIVE,22/2/13,,2021/22,10/1/22,10,34,44,154,110,0.179,8.96,6.24,0.131,18,27,,3/6/22,2.95,4.2,0.393,,LD832_21,,NA,NA,NA,,,,
EG807_21,LD807_21,CL229_21,E020_F120,delicata,CORT_23_10pg_Topical,23,high,1,ALIVE,22/3/01,,2021/22,10/1/22,10,50,60,154,94,0.102,7.48,5.12,0.071,15,18,,3/6/22,2.85,3.5,0.347,,LD807_21,10/8/22,2.8,3.5,0.392,,DCL,,
EG816_21,LD816_21,CL231_21,E010_M,delicata,CORT_23_10pg_Topical,23,high,1,ALIVE,22/3/01,,2021/22,10/1/22,10,50,60,154,94,0.176,8.62,6.11,0.14,18,26,,3/6/22,3.1,4.35,0.455,,LD816_21,10/8/22,3.1,4.3,0.582,,PR,,
EG818_21,LD818_21,CL232_21,E021_M,delicata,CORT_23_10pg_Topical,23,high,1,ALIVE,,,2021/22,10/1/22,10,53,63,154,91,0.145,8.45,5.58,0.134,18,24,,3/6/22,2.8,3.35,0.37,tail grown back,LD818_21,10/8/22,3.1,4.4,0.556,,PR,,
EG824_21,LD824_21,CL233_21,E016_M,delicata,CORT_23_10pg_Topical,23,high,0,DEAD,22/2/27,3/6/22,2021/22,10/1/22,10,48,58,154,96,0.157,8.04,6.34,0.092,16,23,,,NA,NA,NA,,LD824_21,,NA,NA,NA,,,,"Hatchling died, 3/06/22"
EG833_21,LD833_21,CL235_21,E011_M,delicata,CORT_23_10pg_Topical,23,high,1,ALIVE,22/3/02,,2021/22,10/1/22,10,51,61,154,93,0.149,8.78,5.94,0.134,18,27,,3/6/22,2.95,3.75,0.43,,LD833_21,10/8/22,3.2,4.5,0.611,,DCL,,
EG838_21,LD838_21,CL236_21,E007_F120,delicata,CORT_23_10pg_Topical,23,high,1,ALIVE,,,2021/22,10/1/22,10,52,62,154,92,0.161,8.7,5.99,0.123,16,24,,3/6/22,2.45,3,0.25,,LD838_21,10/8/22,2.4,3,0.295,,PR,,
EG809_21,LD809_21,CL229_21,E020_F120,delicata,CORT_23_5pg_Topical,23,low,1,ALIVE,,,2021/22,10/1/22,10,53,63,154,91,0.105,6.86,5.31,0.085,17,22,,3/6/22,2.6,3.65,0.349,,LD809_21,10/8/22,2.7,4.2,0.371,,DCL,,
EG817_21,LD817_21,CL231_21,E010_M,delicata,CORT_23_5pg_Topical,23,low,1,ALIVE,22/3/01,,2021/22,10/1/22,10,50,60,154,94,0.189,8.73,6.46,0.141,19,26,,3/6/22,2.95,4.6,0.475,tip of tail broken off during measuring,LD817_21,10/8/22,3.1,3.6,0.599,,PR,,
EG821_21,LD821_21,CL232_21,E021_M,delicata,CORT_23_5pg_Topical,23,low,1,ALIVE,,,2021/22,10/1/22,10,54,64,154,90,0.126,7.82,5.59,0.118,17,23,,3/6/22,2.7,3.8,0.392,,LD821_21,10/8/22,3,4,0.445,,PR,,
EG836_21,LD836_21,CL235_21,E011_M,delicata,CORT_23_5pg_Topical,23,low,1,ALIVE,22/3/01,,2021/22,10/1/22,10,50,60,154,94,0.141,8.12,5.94,0.122,19,25,,3/6/22,3,4.3,0.455,,LD836_21,10/8/22,3.2,4.6,0.582,,DCL,,
EG840_21,LD840_21,CL236_21,E007_F120,delicata,CORT_23_5pg_Topical,23,low,1,ALIVE,22/3/01,,2021/22,10/1/22,10,50,60,154,94,0.168,8.34,6.15,0.132,18,24,,3/6/22,2.9,4,0.396,,LD840_21,10/8/22,2.9,4,0.456,,PR,,
EG811_21,LD811_21,CL230_21,E019_F120,delicata,CORT_28_10pg_Topical,28,high,1,ALIVE,22/2/06,,2021/22,10/1/22,10,27,37,154,117,0.163,7.8,6.18,0.107,17,22,,3/6/22,2.95,4,0.462,,LD811_21,10/8/22,3.1,4.2,0.546,,PR,,
EG819_21,LD819_21,CL232_21,E021_M,delicata,CORT_28_10pg_Topical,28,high,1,ALIVE,22/2/09,,2021/22,10/1/22,10,30,40,154,114,0.153,8.69,5.66,0.13,18,25,,3/6/22,2.9,3.8,0.425,,LD819_21,10/8/22,3.1,4.2,0.588,,PR,,
EG829_21,LD829_21,CL233_21,E016_M,delicata,CORT_28_10pg_Topical,28,high,1,ALIVE,22/2/07,,2021/22,10/1/22,10,28,38,154,116,0.15,7.54,6.09,0.101,17,21,,3/6/22,2.8,4.4,0.451,,LD829_21,10/8/22,3.2,5,0.656,,DCL,,
EG835_21,LD835_21,CL235_21,E011_M,delicata,CORT_28_10pg_Topical,28,high,1,ALIVE,22/2/10,,2021/22,10/1/22,10,31,41,154,113,0.14,8.38,5.64,0.115,17,26,,3/6/22,2.8,3.8,0.353,,LD835_21,10/8/22,2.9,4.1,0.457,,PR,,
EG837_21,LD837_21,CL236_21,E007_F120,delicata,CORT_28_10pg_Topical,28,high,1,ALIVE,22/2/09,,2021/22,10/1/22,10,30,40,154,114,0.176,9.35,6.02,0.131,17.5,25,,3/6/22,2.7,3.6,0.352,,LD837_21,10/8/22,2.7,3.8,0.42,,PR,,
EG812_21,LD812_21,CL230_21,E019_F120,delicata,CORT_28_5pg_Topical,28,low,1,ALIVE,,,2021/22,10/1/22,10,NA,NA,NA,NA,0.16,7.84,6.6,0.114,18,22,,3/6/22,2.8,3.7,0.389,,LD812_21,10/8/22,3,4.1,0.495,,PR,,
EG820_21,LD820_21,CL232_21,E021_M,delicata,CORT_28_5pg_Topical,28,low,1,ALIVE,22/2/09,,2021/22,10/1/22,10,30,40,154,114,0.143,8.44,5.79,0.133,17,24,,3/6/22,3,4.4,0.504,,LD820_21,10/8/22,3.3,4.8,0.756,,PR,,
EG827_21,LD827_21,CL233_21,E016_M,delicata,CORT_28_5pg_Topical,28,low,1,ALIVE,22/2/08,,2021/22,10/1/22,10,29,39,154,115,0.155,7.37,6.2,0.095,17,22,,3/6/22,2.8,3.85,0.391,,LD827_21,10/8/22,3,4.2,0.568,,DCL,,
EG834_21,LD834_21,CL235_21,E011_M,delicata,CORT_28_5pg_Topical,28,low,1,ALIVE,22/2/11,,2021/22,10/1/22,10,32,42,154,112,0.136,8.57,5.54,0.107,18,23,,3/6/22,3,4.25,0.513,,LD834_21,,NA,NA,NA,,,,
EG839_21,LD839_21,CL236_21,E007_F120,delicata,CORT_28_5pg_Topical,28,low,1,ALIVE,22/3/01,,2021/22,10/1/22,10,50,60,154,94,0.153,8.38,5.88,0.131,18,23,,3/6/22,2.7,3.8,0.396,,LD839_21,10/8/22,3,4.1,0.418,,PR,,
EG857_21,LD857_21,CL242_21,E015_M,delicata,C_23_Topical,23,control,1,ALIVE,,,2021/22,14/1/22,14,48,62,154,92,0.134,8.85,5.31,0.124,15,26,,3/6/22,2.75,3.9,0.397,,LD857_21,10/8/22,2.8,4.2,0.446,,PR,,
EG861_21,LD861_21,CL243_21,E027_M,delicata,C_23_Topical,23,control,1,ALIVE,,,2021/22,14/1/22,14,49,63,154,91,0.12,7.98,5.51,0.101,18,25,,3/6/22,3,4.3,0.415,,LD861_21,10/8/22,2.9,4.5,0.45,,DCL,,
EG865_21,LD865_21,CL244_21,E025_M,delicata,C_23_Topical,23,control,1,ALIVE,,,2021/22,14/1/22,14,50,64,154,90,0.135,7.68,5.5,0.106,17,22,,3/6/22,2.7,3.7,0.357,,LD865_21,10/8/22,2.8,4.4,0.459,,DCL,,
EG858_21,LD858_21,CL242_21,E015_M,delicata,C_28_Topical,28,control,1,ALIVE,22/2/13,,2021/22,14/1/22,14,30,44,154,110,0.133,8.73,5.34,0.122,17,24,,3/6/22,2.95,4.2,0.45,,LD858_21,,NA,NA,NA,,,,
EG862_21,LD862_21,CL243_21,E027_M,delicata,C_28_Topical,28,control,1,ALIVE,22/2/13,,2021/22,14/1/22,14,30,44,154,110,0.112,8.14,5.29,0.103,16,23,,3/6/22,2.9,4.1,0.466,,LD862_21,,NA,NA,NA,,,,
EG866_21,LD866_21,CL244_21,E025_M,delicata,C_28_Topical,28,control,1,ALIVE,22/2/13,,2021/22,14/1/22,14,30,44,154,110,0.141,8.44,5.58,0.119,17,26,,3/6/22,2.9,4.3,0.432,,LD866_21,,NA,NA,NA,,,,
EG851_21,LD851_21,CL241_21,E018_F120,delicata,CORT_23_10pg_Topical,23,high,1,ALIVE,,,2021/22,14/1/22,14,55,69,154,85,0.112,8.23,5.33,0.106,16,25,,3/6/22,2.6,3.4,0.308,,LD851_21,10/8/22,2.7,3.9,0.361,,DCL,,
EG855_21,LD855_21,CL242_21,E015_M,delicata,CORT_23_10pg_Topical,23,high,1,ALIVE,22/3/02,,2021/22,14/1/22,14,47,61,154,93,0.14,8.47,5.55,0.107,17,23,,3/6/22,2.85,4.3,0.417,,LD855_21,10/8/22,2.8,4,0.493,,DCL,,
EG860_21,LD860_21,CL243_21,E027_M,delicata,CORT_23_10pg_Topical,23,high,1,ALIVE,,,2021/22,14/1/22,14,49,63,154,91,0.115,7.66,5.39,0.097,15,22,,3/6/22,2.2,2.6,0.265,,LD860_21,10/8/22,2.5,3.2,0.275,,DCL,,
EG867_21,LD867_21,CL244_21,E025_M,delicata,CORT_23_10pg_Topical,23,high,0,MISSING,,,2021/22,14/1/22,14,50,64,154,90,0.135,8.05,5.55,0.117,17,25,,,NA,NA,NA,,LD867_21,,NA,NA,NA,,,lizard escaped,lizard escaped
EG853_21,LD853_21,CL241_21,E018_F120,delicata,CORT_23_5pg_Topical,23,low,1,ALIVE,,,2021/22,14/1/22,14,51,65,154,89,0.107,7.7,5.11,0.096,15,24,,3/6/22,2.7,4,0.369,,LD853_21,10/8/22,2.8,4.2,0.412,,PR,,
EG863_21,LD863_21,CL243_21,E027_M,delicata,CORT_23_5pg_Topical,23,low,1,ALIVE,,,2021/22,14/1/22,14,50,64,154,90,0.113,7.65,5.52,0.1,16,23,,3/6/22,2.6,3.6,0.332,,LD863_21,10/8/22,2.7,3.9,0.42,,PR,,
EG868_21,LD868_21,CL244_21,E025_M,delicata,CORT_23_5pg_Topical,23,low,1,ALIVE,,,2021/22,14/1/22,14,50,64,154,90,0.135,8.32,5.57,0.111,16,23,,3/6/22,2.8,4.1,0.423,,LD868_21,10/8/22,2.8,4.4,0.455,,DCL,,
EG850_21,LD850_21,CL240_21,E029_F120,delicata,CORT_28_10pg_Topical,28,high,1,ALIVE,22/2/10,,2021/22,14/1/22,14,27,41,154,113,0.141,7.68,5.86,0.076,14,19,,3/6/22,2.95,4.1,0.473,,LD850_21,10/8/22,3.2,4.4,0.65,,PR,,
EG854_21,LD854_21,CL242_21,E015_M,delicata,CORT_28_10pg_Topical,28,high,0,DEAD,22/2/13,14/2/22,2021/22,14/1/22,14,30,44,154,110,0.136,8.45,5.57,0.113,17,25,,,NA,NA,NA,,LD854_21,,NA,NA,NA,,,Died after hatchling; 14/02/22,Died after hatchling; 14/02/22
EG859_21,LD859_21,CL243_21,E027_M,delicata,CORT_28_10pg_Topical,28,high,1,ALIVE,22/2/14,,2021/22,14/1/22,14,31,45,154,109,0.11,7.65,5.17,0.109,15,23,,3/6/22,2.8,4.5,0.428,,LD859_21,10/8/22,3,4.3,0.522,,PR,,
EG852_21,LD852_21,CL241_21,E018_F120,delicata,CORT_28_5pg_Topical,28,low,1,ALIVE,22/2/15,,2021/22,14/1/22,14,32,46,154,108,0.109,8.26,5.09,0.107,17,24,,3/6/22,3.15,4.2,0.489,,LD852_21,10/8/22,2.9,5.2,0.725,,DCL,,
EG856_21,LD856_21,CL242_21,E015_M,delicata,CORT_28_5pg_Topical,28,low,1,ALIVE,22/2/13,,2021/22,14/1/22,14,30,44,154,110,0.137,8.54,5.55,0.115,17,26,,3/6/22,3,4.7,0.456,,LD856_21,,NA,NA,NA,,,,
EG864_21,LD864_21,CL243_21,E027_M,delicata,CORT_28_5pg_Topical,28,low,1,ALIVE,22/2/14,,2021/22,14/1/22,14,31,45,154,109,0.112,8.04,5.31,0.112,16,25,,3/6/22,2.9,4.25,0.43,,LD864_21,10/8/22,2.9,4.4,0.476,,PR,,
EG844_21,LD844_21,CL237_21,E027_21,delicata,C_23_Topical,23,control,1,ALIVE,22/3/01,,2021/22,12/2/22,43,17,60,154,94,0.145,8.41,6.02,0.112,18,23,,3/6/22,3.15,4.2,0.487,,LD844_21,,NA,NA,NA,,,,
EG845_21,LD845_21,CL238_21,E031_M,delicata,C_23_Topical,23,control,1,ALIVE,22/3/01,,2021/22,12/2/22,43,17,60,154,94,0.201,8.68,6.67,0.151,18,25,,3/6/22,3.1,4,0.501,,LD845_21,10/8/22,3.1,4.9,0.561,,DCL,,
EG848_21,LD848_21,CL238_21,E031_M,delicata,C_28_Topical,28,control,1,ALIVE,22/2/11,,2021/22,12/2/22,43,NA,42,154,112,0.18,8.67,6.41,0.136,18,27,,3/6/22,2.8,4.3,0.444,,LD848_21,10/8/22,2.9,4.4,0.533,,PR,,
EG846_21,LD846_21,CL238_21,E031_M,delicata,CORT_23_10pg_Topical,23,high,1,ALIVE,22/3/01,,2021/22,12/2/22,43,17,60,154,94,0.179,8.68,6.37,0.145,18,24,,3/6/22,2.9,3.7,0.404,,LD846_21,,NA,NA,NA,,,,
EG847_21,LD847_21,CL238_21,E031_M,delicata,CORT_23_5pg_Topical,23,low,1,ALIVE,,,2021/22,12/2/22,43,20,63,154,91,0.177,8.7,6.08,0.13,18,26,,3/6/22,2.7,4,0.408,,LD847_21,10/8/22,2.8,4.1,0.455,,PR,,
EG842_21,LD842_21,CL237_21,E027_21,delicata,CORT_28_10pg_Topical,28,high,1,ALIVE,22/2/11,,2021/22,12/2/22,43,NA,42,154,112,0.148,8.45,5.75,0.103,16,21,,3/6/22,2.9,3.6,0.441,tip of tail fell off during measuring,LD842_21,10/8/22,3.2,4.1,0.566,,PR,,
EG841_21,LD841_21,CL237_21,E027_21,delicata,CORT_28_5pg_Topical,28,low,1,ALIVE,22/2/11,,2021/22,12/2/22,43,10,53,154,101,0.142,8.43,5.67,0.086,18,22,,3/6/22,2.95,4.15,0.416,tail has regrown,LD841_21,10/8/22,3.3,4.5,0.655,,PR,,
EG843_21,LD843_21,CL237_21,E027_21,delicata,CORT_28_5pg_Topical,28,low,1,ALIVE,22/2/10,,2021/22,12/2/22,43,NA,41,154,113,0.149,8.67,5.87,0.109,17,23,accidently applied dlow dose when should have bene control,3/6/22,3.2,4.45,0.572,,LD843_21,10/8/22,3.5,5,0.705,,DCL,,
EG849_21,LD849_21,CL239_21,E011_M,delicata,CORT_28_5pg_Topical,28,low,1,ALIVE,22/2/11,,2021/22,12/2/22,43,NA,42,154,112,0.184,8.91,6.32,0.118,18,25,,3/6/22,2.8,3.85,0.414,,LD849_21,10/8/22,3.1,4.1,0.585,,PR,,