eggID,bd_liz_id,clutch,egg_encl_ID,species,trt,temp,hormone,hatch_date_dmy,season,date_egg_laid_dmy,Julian_lay,days_to_hatch,Julian_hatch_date,egg_mass,egg_length_mm,egg_width_mm,hatch_mass_orig,hatch_svl_orig_mm,hatch_tail_orig_mm,juv1_measure_date_dmy,juv1_measure_SVL_mm,juv1_measure_tail_mm,juv1_measure_mass_g,Liz_ID,juv2_measure_date_dmy,juv2_measure_SVL_mm,juv2_measure_tail_mm,juv2_measure_mass_g,person_juv2,Lizard_ID,liz_status_db,mortality_date_dmy,bd_totl_orig,notes_juv1,notes_juv2,notes_db
EG760_21,LD760_21,CL217_21,E014_M,delicata,C_23_Topical,23,control,22/2/2022,2021/22,1/1/2022,1,52,53,0.114,8.09,5.35,0.138,18,24,3/6/2022,27.5,42,0.478,LD760_21,10/8/2022,31,46,0.622,PR,LD760_21,ALIVE,NA,,,,
EG746_21,LD746_21,CL214_21,E007_F120,delicata,C_23_Topical,23,control,23/2/2022,2021/22,1/1/2022,1,53,54,0.119,8.68,5.49,0.129,17,25,3/6/2022,31,45,0.496,LD746_21,10/8/2022,34,54,0.742,PR,LD746_21,ALIVE,NA,,,,
EG748_21,LD748_21,CL215_21,E017_M,delicata,CORT_23_10pg_Topical,23,high,23/2/2022,2021/22,1/1/2022,1,53,54,0.157,8,6.37,0.136,19,24,3/6/2022,29.5,43,0.458,LD748_21,10/8/2022,32,41,0.641,DCL,LD748_21,ALIVE,NA,,,,
EG791_21,LD791_21,CL224_21,E019_F120,delicata,CORT_23_10pg_Topical,23,high,23/2/2022,2021/22,7/1/2022,7,47,54,0.143,8.5,5.79,0.125,17,23,3/6/2022,30,44,0.477,LD791_21,10/8/2022,35,53,0.825,PR,LD791_21,ALIVE,NA,,,,
EG797_21,LD797_21,CL226_21,E030_M,delicata,CORT_23_5pg_Topical,23,low,23/2/2022,2021/22,7/1/2022,7,47,54,0.145,7.54,6.18,0.128,18,23,3/6/2022,29,44,0.426,LD797_21,NA,NA,NA,NA,,LD797_21,ALIVE,NA,,,,
EG729_21,LD729_21,CL210_21,E001_F120,delicata,CORT_23_5pg_Topical,23,low,24/2/2022,2021/22,1/1/2022,1,54,55,0.126,7.98,5.42,0.114,18,24,3/6/2022,28.5,41,0.389,LD729_21,10/8/2022,28,40,0.448,PR,LD729_21,ALIVE,NA,,,,
EG747_21,LD747_21,CL214_21,E007_F120,delicata,CORT_23_5pg_Topical,23,low,24/2/2022,2021/22,1/1/2022,1,54,55,0.115,8.83,5.21,0.131,17,23,3/6/2022,30.5,45,0.518,LD747_21,10/8/2022,33,49,0.778,PR,LD747_21,ALIVE,NA,,,,
EG764_21,LD764_21,CL218_21,E025_M,delicata,C_23_Topical,23,control,24/2/2022,2021/22,5/1/2022,5,50,55,0.139,8.08,5.94,0.127,18,27,3/6/2022,28,37,0.409,LD764_21,NA,NA,NA,NA,,LD764_21,ALIVE,NA,,,,
EG767_21,LD767_21,CL219_21,E004_F120,delicata,CORT_23_10pg_Topical,23,high,24/2/2022,2021/22,5/1/2022,5,50,55,0.177,9.16,6.25,0.122,16,25,3/6/2022,30,42,0.422,LD767_21,NA,NA,NA,NA,,LD767_21,ALIVE,NA,,,,
EG765_21,LD765_21,CL218_21,E025_M,delicata,CORT_23_5pg_Topical,23,low,24/2/2022,2021/22,5/1/2022,5,50,55,0.156,8.63,5.63,0.136,18,27,3/6/2022,30,44,0.482,LD765_21,10/8/2022,31,43,0.603,PR,LD765_21,ALIVE,NA,,,,
EG793_21,LD793_21,CL224_21,E019_F120,delicata,CORT_23_5pg_Topical,23,low,24/2/2022,2021/22,7/1/2022,7,48,55,0.129,8.32,5.47,0.104,17,24,3/6/2022,29.5,44.5,0.467,LD793_21,10/8/2022,32,50,0.68,PR,LD793_21,ALIVE,NA,,,,
EG786_21,LD786_21,CL222_21,E031_M,delicata,CORT_28_10pg_Topical,28,high,24/2/2022,2021/22,7/1/2022,7,48,55,0.172,9.18,6.07,0.125,18,27,3/6/2022,29,42,0.42,LD786_21,10/8/2022,33,44,0.636,PR,LD786_21,ALIVE,NA,,,,
EG828_21,LD828_21,CL233_21,E016_M,delicata,C_23_Topical,23,control,24/2/2022,2021/22,10/1/2022,10,45,55,0.137,7.24,6.02,0.099,15,19,3/6/2022,28,33,0.342,LD828_21,10/8/2022,28,39,0.448,PR,LD828_21,ALIVE,NA,,,,
EG795_21,LD795_21,CL225_21,E030_M,delicata,CORT_23_5pg_Topical,23,low,25/2/2022,2021/22,7/1/2022,7,49,56,0.158,7.32,6.39,0.116,16,24,3/6/2022,30.5,43,0.531,LD795_21,10/8/2022,34,49,0.746,PR,LD795_21,ALIVE,NA,,,,
EG727_21,LD727_21,CL210_21,E001_F120,delicata,C_23_Topical,23,control,27/2/2022,2021/22,1/1/2022,1,57,58,0.126,8.05,5.84,0.115,18,24,NA,NA,NA,NA,LD727_21,NA,NA,NA,NA,,LD727_21,ALIVE,NA,,,"** Note that this ID was unclear. Could be labelled 772, but more likely 727. 772 is already hatched. Defnietly from 23C treatment","** Note that this ID was unclear. Could be labelled 772, but more likely 727. 772 is already hatched. Defnietly from 23C treatment"
EG781_21,LD781_21,CL221_21,E018_M,delicata,C_23_Topical,23,control,27/2/2022,2021/22,7/1/2022,7,51,58,0.126,8.09,5.55,0.116,19,26,NA,NA,NA,NA,LD781_21,NA,NA,NA,NA,,LD781_21,DEAD,2/6/2022,,,,died after hatching; 02/06/22
EG779_21,LD779_21,CL221_21,E018_M,delicata,CORT_23_5pg_Topical,23,low,27/2/2022,2021/22,7/1/2022,7,51,58,0.145,7.83,5.92,0.127,18,27,3/6/2022,25.5,34,0.318,LD779_21,NA,NA,NA,NA,,LD779_21,ALIVE,NA,,,,
EG790_21,LD790_21,CL223_21,E022_F120,delicata,CORT_23_5pg_Topical,23,low,27/2/2022,2021/22,7/1/2022,7,51,58,0.138,8.02,5.54,0.11,18,25,NA,29,48,0.454,LD790_21,10/8/2022,29,47,0.403,PR,LD790_21,ALIVE,NA,,,,
EG815_21,LD815_21,CL231_21,E010_M,delicata,C_23_Topical,23,control,1/3/2022,2021/22,10/1/2022,10,50,60,0.182,9.12,6.37,0.154,20,25,3/6/2022,30,42.5,0.473,LD815_21,10/8/2022,31,42,0.582,PR,LD815_21,ALIVE,NA,,,,
EG807_21,LD807_21,CL229_21,E020_F120,delicata,CORT_23_10pg_Topical,23,high,1/3/2022,2021/22,10/1/2022,10,50,60,0.102,7.48,5.12,0.071,15,18,3/6/2022,28.5,35,0.347,LD807_21,10/8/2022,28,35,0.392,DCL,LD807_21,ALIVE,NA,,,,
EG816_21,LD816_21,CL231_21,E010_M,delicata,CORT_23_10pg_Topical,23,high,1/3/2022,2021/22,10/1/2022,10,50,60,0.176,8.62,6.11,0.14,18,26,3/6/2022,31,43.5,0.455,LD816_21,10/8/2022,31,43,0.582,PR,LD816_21,ALIVE,NA,,,,
EG817_21,LD817_21,CL231_21,E010_M,delicata,CORT_23_5pg_Topical,23,low,1/3/2022,2021/22,10/1/2022,10,50,60,0.189,8.73,6.46,0.141,19,26,3/6/2022,29.5,46,0.475,LD817_21,10/8/2022,31,36,0.599,PR,LD817_21,ALIVE,NA,,tip of tail broken off during measuring,,
EG836_21,LD836_21,CL235_21,E011_M,delicata,CORT_23_5pg_Topical,23,low,1/3/2022,2021/22,10/1/2022,10,50,60,0.141,8.12,5.94,0.122,19,25,3/6/2022,30,43,0.455,LD836_21,10/8/2022,32,46,0.582,DCL,LD836_21,ALIVE,NA,,,,
EG840_21,LD840_21,CL236_21,E007_F120,delicata,CORT_23_5pg_Topical,23,low,1/3/2022,2021/22,10/1/2022,10,50,60,0.168,8.34,6.15,0.132,18,24,3/6/2022,29,40,0.396,LD840_21,10/8/2022,29,40,0.456,PR,LD840_21,ALIVE,NA,,,,
EG839_21,LD839_21,CL236_21,E007_F120,delicata,CORT_28_5pg_Topical,28,low,1/3/2022,2021/22,10/1/2022,10,50,60,0.153,8.38,5.88,0.131,18,23,3/6/2022,27,38,0.396,LD839_21,10/8/2022,30,41,0.418,PR,LD839_21,ALIVE,NA,,,,
EG844_21,LD844_21,CL237_21,E027_21,delicata,C_23_Topical,23,control,1/3/2022,2021/22,12/2/2022,43,17,60,0.145,8.41,6.02,0.112,18,23,3/6/2022,31.5,42,0.487,LD844_21,NA,NA,NA,NA,,LD844_21,ALIVE,NA,,,,
EG845_21,LD845_21,CL238_21,E031_M,delicata,C_23_Topical,23,control,1/3/2022,2021/22,12/2/2022,43,17,60,0.201,8.68,6.67,0.151,18,25,3/6/2022,31,40,0.501,LD845_21,10/8/2022,31,49,0.561,DCL,LD845_21,ALIVE,NA,,,,
EG846_21,LD846_21,CL238_21,E031_M,delicata,CORT_23_10pg_Topical,23,high,1/3/2022,2021/22,12/2/2022,43,17,60,0.179,8.68,6.37,0.145,18,24,3/6/2022,29,37,0.404,LD846_21,NA,NA,NA,NA,,LD846_21,ALIVE,NA,,,,
EG833_21,LD833_21,CL235_21,E011_M,delicata,CORT_23_10pg_Topical,23,high,2/3/2022,2021/22,10/1/2022,10,51,61,0.149,8.78,5.94,0.134,18,27,3/6/2022,29.5,37.5,0.43,LD833_21,10/8/2022,32,45,0.611,DCL,LD833_21,ALIVE,NA,,,,
EG855_21,LD855_21,CL242_21,E015_M,delicata,CORT_23_10pg_Topical,23,high,2/3/2022,2021/22,14/1/2022,14,47,61,0.14,8.47,5.55,0.107,17,23,3/6/2022,28.5,43,0.417,LD855_21,10/8/2022,28,40,0.493,DCL,LD855_21,ALIVE,NA,,,,
EG743_21,LD743_21,CL213_21,E026_M,delicata,C_23_Topical,23,control,NA,2021/22,1/1/2022,1,NA,NA,0.187,8.35,6.8,0.139,19,27,3/6/2022,26,38,0.304,LD743_21,10/8/2022,27,36,0.368,DCL,LD743_21,ALIVE,NA,,,,
EG722_21,LD722_21,CL209_21,E004_F120,delicata,CORT_23_10pg_Topical,23,high,NA,2021/22,1/1/2022,1,NA,NA,0.108,8.36,5.11,0.097,16,21,3/6/2022,28.3,46,0.525,LD722_21,NA,NA,NA,NA,,LD722_21,ALIVE,NA,,,"egg litle dehydrated, but fine","egg litle dehydrated, but fine"
EG822_21,LD822_21,CL232_21,E021_M,delicata,C_23_Topical,23,control,NA,2021/22,10/1/2022,10,53,63,0.142,8.38,5.8,0.135,17,24,3/6/2022,27,35,0.389,LD822_21,10/8/2022,29,37,0.435,PR,LD822_21,ALIVE,NA,,,,
EG818_21,LD818_21,CL232_21,E021_M,delicata,CORT_23_10pg_Topical,23,high,NA,2021/22,10/1/2022,10,53,63,0.145,8.45,5.58,0.134,18,24,3/6/2022,28,33.5,0.37,LD818_21,10/8/2022,31,44,0.556,PR,LD818_21,ALIVE,NA,,tail grown back,,
EG838_21,LD838_21,CL236_21,E007_F120,delicata,CORT_23_10pg_Topical,23,high,NA,2021/22,10/1/2022,10,52,62,0.161,8.7,5.99,0.123,16,24,3/6/2022,24.5,30,0.25,LD838_21,10/8/2022,24,30,0.295,PR,LD838_21,ALIVE,NA,,,,
EG809_21,LD809_21,CL229_21,E020_F120,delicata,CORT_23_5pg_Topical,23,low,NA,2021/22,10/1/2022,10,53,63,0.105,6.86,5.31,0.085,17,22,3/6/2022,26,36.5,0.349,LD809_21,10/8/2022,27,42,0.371,DCL,LD809_21,ALIVE,NA,,,,
EG821_21,LD821_21,CL232_21,E021_M,delicata,CORT_23_5pg_Topical,23,low,NA,2021/22,10/1/2022,10,54,64,0.126,7.82,5.59,0.118,17,23,3/6/2022,27,38,0.392,LD821_21,10/8/2022,30,40,0.445,PR,LD821_21,ALIVE,NA,,,,
EG812_21,LD812_21,CL230_21,E019_F120,delicata,CORT_28_5pg_Topical,28,low,NA,2021/22,10/1/2022,10,NA,NA,0.16,7.84,6.6,0.114,18,22,3/6/2022,28,37,0.389,LD812_21,10/8/2022,30,41,0.495,PR,LD812_21,ALIVE,NA,,,,
EG857_21,LD857_21,CL242_21,E015_M,delicata,C_23_Topical,23,control,NA,2021/22,14/1/2022,14,48,62,0.134,8.85,5.31,0.124,15,26,3/6/2022,27.5,39,0.397,LD857_21,10/8/2022,28,42,0.446,PR,LD857_21,ALIVE,NA,,,,
EG861_21,LD861_21,CL243_21,E027_M,delicata,C_23_Topical,23,control,NA,2021/22,14/1/2022,14,49,63,0.12,7.98,5.51,0.101,18,25,3/6/2022,30,43,0.415,LD861_21,10/8/2022,29,45,0.45,DCL,LD861_21,ALIVE,NA,,,,
EG865_21,LD865_21,CL244_21,E025_M,delicata,C_23_Topical,23,control,NA,2021/22,14/1/2022,14,50,64,0.135,7.68,5.5,0.106,17,22,3/6/2022,27,37,0.357,LD865_21,10/8/2022,28,44,0.459,DCL,LD865_21,ALIVE,NA,,,,
EG851_21,LD851_21,CL241_21,E018_F120,delicata,CORT_23_10pg_Topical,23,high,NA,2021/22,14/1/2022,14,55,69,0.112,8.23,5.33,0.106,16,25,3/6/2022,26,34,0.308,LD851_21,10/8/2022,27,39,0.361,DCL,LD851_21,ALIVE,NA,,,,
EG860_21,LD860_21,CL243_21,E027_M,delicata,CORT_23_10pg_Topical,23,high,NA,2021/22,14/1/2022,14,49,63,0.115,7.66,5.39,0.097,15,22,3/6/2022,22,26,0.265,LD860_21,10/8/2022,25,32,0.275,DCL,LD860_21,ALIVE,NA,,,,
EG853_21,LD853_21,CL241_21,E018_F120,delicata,CORT_23_5pg_Topical,23,low,NA,2021/22,14/1/2022,14,51,65,0.107,7.7,5.11,0.096,15,24,3/6/2022,27,40,0.369,LD853_21,10/8/2022,28,42,0.412,PR,LD853_21,ALIVE,NA,,,,
EG863_21,LD863_21,CL243_21,E027_M,delicata,CORT_23_5pg_Topical,23,low,NA,2021/22,14/1/2022,14,50,64,0.113,7.65,5.52,0.1,16,23,3/6/2022,26,36,0.332,LD863_21,10/8/2022,27,39,0.42,PR,LD863_21,ALIVE,NA,,,,
EG868_21,LD868_21,CL244_21,E025_M,delicata,CORT_23_5pg_Topical,23,low,NA,2021/22,14/1/2022,14,50,64,0.135,8.32,5.57,0.111,16,23,3/6/2022,28,41,0.423,LD868_21,10/8/2022,28,44,0.455,DCL,LD868_21,ALIVE,NA,,,,
EG847_21,LD847_21,CL238_21,E031_M,delicata,CORT_23_5pg_Topical,23,low,NA,2021/22,12/2/2022,43,20,63,0.177,8.7,6.08,0.13,18,26,3/6/2022,27,40,0.408,LD847_21,10/8/2022,28,41,0.455,PR,LD847_21,ALIVE,NA,,,,
EG726_21,LD726_21,CL210_21,E001_F120,delicata,C_28_Topical,28,control,3/2/2022,2021/22,1/1/2022,1,33,34,0.125,7.8,5.56,0.102,17,22,NA,NA,NA,NA,LD726_21,NA,NA,NA,NA,,LD726_21,DEAD,3/2/2022,,,died after hatching; 3/2/22,died after hatching; 3/2/22
EG757_21,LD757_21,CL217_21,E014_M,delicata,CORT_28_10pg_Topical,28,high,3/2/2022,2021/22,1/1/2022,1,33,34,0.105,8.48,5.05,0.106,16,24,NA,NA,NA,NA,LD757_21,NA,NA,NA,NA,,LD757_21,DEAD,3/2/2022,,,died after hatching; 3/2/22,died after hatching; 3/2/22
EG762_21,LD762_21,CL218_21,E025_M,delicata,CORT_28_5pg_Topical,28,low,3/2/2022,2021/22,5/1/2022,5,29,34,0.156,8.92,5.78,0.122,18,24,NA,NA,NA,NA,LD762_21,NA,NA,NA,NA,,LD762_21,DEAD,4/2/2022,,,died after hatching; 4/2/22,died after hatching; 4/2/22
EG799_21,LD799_21,CL226_21,E030_M,delicata,CORT_28_5pg_Topical,28,low,4/2/2022,2021/22,7/1/2022,7,28,35,0.137,6.99,6.04,0.084,16,21,NA,NA,NA,NA,LD799_21,NA,NA,NA,NA,,LD799_21,DEAD,4/2/2022,,,died after hatching; 4/2/22,died after hatching; 4/2/22
EG802_21,LD802_21,CL227_21,E009_M,delicata,CORT_28_5pg_Topical,28,low,4/2/2022,2021/22,7/1/2022,7,28,35,0.16,7.63,6.25,0.095,17,21,NA,NA,NA,NA,LD802_21,NA,NA,NA,NA,,LD802_21,DEAD,4/2/2022,,,died after hatching; 4/2/22,died after hatching; 4/2/22
EG783_21,LD783_21,CL221_21,E018_M,delicata,CORT_28_5pg_Topical,28,low,6/2/2022,2021/22,7/1/2022,7,30,37,0.129,7.52,5.53,0.116,17,23,NA,NA,NA,NA,LD783_21,NA,NA,NA,NA,,LD783_21,DEAD,6/2/2022,,,died after hatching; 6/2/22,died after hatching; 6/2/22
EG787_21,LD787_21,CL222_21,E031_M,delicata,CORT_28_5pg_Topical,28,low,7/2/2022,2021/22,7/1/2022,7,31,38,0.18,9.37,6.22,0.149,18,28,3/6/2022,28,37,0.407,LD787_21,NA,NA,NA,NA,,LD787_21,DEAD,22/6/2022,,labelled 772 but there is another 772 and based on date 787,,Found dead 22/06/2022
EG854_21,LD854_21,CL242_21,E015_M,delicata,CORT_28_10pg_Topical,28,high,13/2/2022,2021/22,14/1/2022,14,30,44,0.136,8.45,5.57,0.113,17,25,NA,NA,NA,NA,LD854_21,NA,NA,NA,NA,,LD854_21,DEAD,14/2/2022,,,Died after hatchling; 14/02/22,Died after hatchling; 14/02/22
EG750_21,LD750_21,CL215_21,E017_M,delicata,C_23_Topical,23,control,22/2/2022,2021/22,1/1/2022,1,52,53,0.151,8.64,5.99,0.145,18,26,3/6/2022,29,42,0.47,LD750_21,10/8/2022,32,54,0.6,DCL,LD750_21,DEAD,13/8/2022,,,,animal died 13/08/2022
EG788_21,LD788_21,CL223_21,E022_F120,delicata,C_23_Topical,23,control,27/2/2022,2021/22,7/1/2022,7,51,58,0.153,8.49,6.01,0.122,18,26,NA,NA,NA,NA,LD788_21,NA,NA,NA,NA,,LD788_21,DEAD,3/6/2022,,dead,,hatchling found dead 3/06/22
EG794_21,LD794_21,CL225_21,E030_M,delicata,CORT_23_10pg_Topical,23,high,27/2/2022,2021/22,7/1/2022,7,51,58,0.163,7.92,6.27,0.127,17,23,NA,NA,NA,NA,LD794_21,NA,NA,NA,NA,,LD794_21,DEAD,30/5/2022,,,,hatchling died 30/05/2022
EG796_21,LD796_21,CL226_21,E030_M,delicata,CORT_23_10pg_Topical,23,high,27/2/2022,2021/22,7/1/2022,7,51,58,0.137,7.42,6.04,0.106,18,23,NA,NA,NA,NA,LD796_21,NA,NA,NA,NA,,LD796_21,DEAD,3/6/2022,,dead,,hatchling found dead 3/06/22
EG824_21,LD824_21,CL233_21,E016_M,delicata,CORT_23_10pg_Topical,23,high,27/2/2022,2021/22,10/1/2022,10,48,58,0.157,8.04,6.34,0.092,16,23,NA,NA,NA,NA,LD824_21,NA,NA,NA,NA,,LD824_21,DEAD,3/6/2022,,,,"Hatchling died, 3/06/22"
EG740_21,LD740_21,CL213_21,E026_M,delicata,C_28_Topical,28,control,NA,2021/22,1/1/2022,1,NA,NA,0.18,8.3,6.6,0.136,18,27,3/6/2022,28.5,42,0.358,LD740_21,10/8/2022,27,41,0.327,PR,LD740_21,DEAD,9/9/2022,,,,hatchling died 9/9/2022
EG731_21,LD731_21,CL211_21,E018_M,delicata,CORT_23_5pg_Topical,23,low,21/2/2022,2021/22,1/1/2022,1,51,52,0.155,8.43,6.17,0.131,18,26,NA,NA,NA,NA,LD731_21,NA,NA,NA,NA,,LD731_21,MISSING,NA,,,Lizard missing 23 Mar 22,Lizard missing 23 Mar 22
EG867_21,LD867_21,CL244_21,E025_M,delicata,CORT_23_10pg_Topical,23,high,NA,2021/22,14/1/2022,14,50,64,0.135,8.05,5.55,0.117,17,25,NA,NA,NA,NA,LD867_21,NA,NA,NA,NA,,LD867_21,MISSING,NA,,,lizard escaped,lizard escaped